start,end,high_risk,low_risk,high_reward,low_reward,direction
1612920300,1612944000.0,1836.56,1835.5,1839.7399999999998,1836.56,Long
1612944300,1612944330.0,1846.0,1844.5,1844.5,1840.0,Short
1612945500,1612949400.0,1843.96,1841.88,1850.1999999999998,1843.96,Long
1612949700,1612952100.0,1843.98,1842.63,1842.63,1838.5800000000004,Short
1612953000,1612953600.0,1842.34,1840.48,1847.9199999999996,1842.34,Long
1612955100,1612963500.0,1842.23,1840.51,1840.51,1835.35,Short
1612963800,1612968600.0,1844.47,1841.94,1852.06,1844.47,Long
1612970400,1612970430.0,1845.4,1840.98,1840.98,1827.7199999999998,Short
1612971600,1612975800.0,1842.36,1840.4,1840.4,1834.5200000000007,Short
1612976100,1612976700.0,1840.91,1839.43,1845.3500000000001,1840.91,Long
1612977000,1612983600.0,1839.14,1837.71,1837.71,1833.4199999999998,Short
1612985100,1612985130.0,1843.17,1841.9,1841.9,1838.0900000000001,Short
1612986000,1612999800.0,1845.48,1844.4,1848.7199999999998,1845.48,Long
1613000400,1613024700.0,1843.15,1841.93,1841.93,1838.27,Short
1613025900,1613040900.0,1837.92,1836.1,1843.3800000000006,1837.92,Long
